ID_1|F|Colonna dell'Abbondanza|Piazza della Repubblica costruita 1885-1895 su foro romano. Colonna attuale in granito dell'Elba risale al 1431 [1], smontata nel 1885 e ricollocata nel 1956. La colonna romana originale è perduta.|Colonna isolata centro piazza. Statua sulla sommità è una copia (originale di Foggini, l'ancora precedente di Donatello è andata distrutta).|H
ID_2|P|Risanamento e Sgomberi|Piano risanamento 1865-1895: quasi 6.000 abitanti di Mercato Vecchio e Ghetto evacuati [2]. Demolizione di 341 immobili ad uso abitativo. Giustificazione ufficiale: "decoro e igiene sociale".|Targa commemorativa piazza lato nord. Celebrazione "Firenze capitale". Nessuna menzione dei 6.000 cittadini espulsi.|H
ID_3|P|Arco Trionfo Stato Sabaudo|Iscrizione arco 1895: "L'ANTICO CENTRO DELLA CITTÀ DA SECOLARE SQUALLORE A NUOVA VITA RESTITUITO" [5]. Opera celebrativa della trasformazione urbana post-Capitale e dell'identità sabauda.|Iscrizione leggibile sommità arcone nord piazza. Nessuna menzione di identità fiorentina autonoma o dei Medici nell'epigrafe.|H
ID_4|C|Caffè Letterari su Macerie|Gilli (1733, in piazza dal 1910-1920), Paszkowski (1903-1904), Giubbe Rosse (1897): insediati su area del ghetto e del Mercato Vecchio demoliti [6].|Tavolini esterni su lastricato che copre l'antico centro. Caffè Giubbe Rosse vincolato per arredi storici. Nessun riferimento storico al sito nei menu.|H
ID_5|S|Comunità Ebraica Dispersa|Ghetto ebraico (1571) evacuato nel 1885 e demolito tra 1888 e 1895 [7]. Circa 364 famiglie residenti allontanate. Nuova Sinagoga inaugurata nel 1882 in zona Mattonaia.|Sinagoga monumentale in via Farini. Nessun collegamento narrativo ufficiale sulla piazza tra la distruzione del ghetto e il nuovo tempio.|H
ID_6|P|Capitale e Crisi Finanziaria|Firenze capitale 1865-1871 [9]. Trasferimento a Roma causò crollo immobiliare e crisi finanziaria del Comune (dissesto nel 1878). Risanamento proseguito nonostante il collasso economico.|Nessun monumento ricorda il dissesto finanziario post-1871. Solo retorica del "miglioramento" visibile sulle architetture della piazza.|H
ID_7|C|Memoria Shoah Assente|Rastrellamento ebraico 6 novembre 1943 [10]: oltre 300 arrestati, 243 deportati ad Auschwitz il 9 novembre. Solo 13 sopravvissuti. Sito dell'ex ghetto privo di memoriali specifici.|Piazza priva di targhe sulla Shoah. Lastricato turistico privo di indicazioni storiche sulla deportazione avvenuta nell'area circostante.|H
----
ID_8|F|Fondazioni romane sotto il pavimento|Battistero costruito su resti di una domus del I sec. d.C. e un impianto termale [1]. Recenti scavi confermano che l'edificio poggia su strutture romane preesistenti (muri e mosaici) databili tra il I e il IV sec. d.C.|Resti murari romani documentati sotto quota da scavi archeologici (1895-1915).|M
ID_9|P|Dante battezzato qui: mito politico|Dante battezzato nel Battistero il 26/03/1266 (Sabato Santo) [3]. Dante stesso cita il luogo come "bel San Giovanni" (Inferno XIX,17). Dopo il 1865, il sito è diventato simbolo dell'identità nazionale italiana (Risorgimento).|Lapide commemorativa interna. Fonte battesimale: posizione centrale descritta come "fonte di Dante".|H
ID_10|P|Porte del Paradiso: titolo imposto|Ghiberti realizza le porte est tra il 1425 e il 1452 [4]. Il titolo "Porte del Paradiso" è attribuito a Michelangelo da Giorgio Vasari. Possibile riferimento anche al "Paradisium" (area tra Battistero e Duomo).|Porte originali -> Museo dell'Opera del Duomo (sostituite 1990). Copie dorate in situ.|H
ID_11|P|Concorso 1401: Medici assenti, Arte presente|Concorso del 1401 per la seconda porta: committente Arte di Calimala [5]. Ghiberti vince vs Brunelleschi. Potere decisionale in mano alla corporazione dei mercanti; Giovanni di Bicci de' Medici era solo uno dei 34 giudici.|Formelle Brunelleschi e Ghiberti conservate al Museo del Bargello. Simboli dell'aquila di Calimala sugli altari.|H
ID_12|P|Cosimo Medici: finanziamento strategico|Cosimo de' Medici finanzia la tomba dell'antipapa Giovanni XXIII (Baldassarre Cossa) @Battistero 1422-1428, opera di Donatello e Michelozzo [6]. Cossa, deposto nel 1415, era alleato e amico dei Medici.|Monumento funebre Cossa: parete interna nord-ovest. Iscrizione "Ioannes quondam papa XXIII" incisa nel marmo.|H
ID_13|P|Iscrizione "Quondam Papa": compromesso diplomatico|L'iscrizione recita "Ioannes quondam papa XXIII" [6]. "Quondam" (= già, ex) fu una formula di compromesso dopo le proteste di Papa Martino V per non riconoscerne la legittimità papale residua.|Iscrizione latina leggibile sul sarcofago (data morte 1419).|H
ID_14|S|Servi e schiavi battezzati: registro sommerso|Battistero = unica chiesa battesimale di Firenze fino all'inizio del XX secolo [8]. Registri (Archivio Opera) dal 1450 documentano battesimi di schiavi (tartari, greci) e figli illegittimi dell'élite.|Fonte battesimale: unica vasca utilizzata storicamente per l'intera cittadinanza senza distinzione di rango.|H
ID_15|S|Infanticidio e abbandono: nati illegittimi|Prassi di abbandono dei neonati presso il Battistero prima della piena operatività dell'Ospedale degli Innocenti (fondato 1419, aperto 1445) [9]. I "gittatelli" venivano inizialmente deposti in una pila/vasca.|Distanza fisica Battistero-Innocenti ~300m (percorso del potenziale abbandono).|H
ID_16|C|Copie dorate in situ: originali al museo|Le porte est (Paradiso) e nord di Ghiberti sono state rimosse e sostituite con repliche fedeli [10]. Gli originali restaurati sono esposti permanentemente al Museo dell'Opera del Duomo.|Porte esterne: riproduzioni moderne in bronzo dorato (copia Porta Est dal 1990, Porta Nord dal 2016).|H
ID_17|C|Battistero chiuso ai battesimi attivi|Il Battistero non è più la sede ordinaria per i battesimi parrocchiali [11]. Funzione liturgica limitata; accesso per visitatori subordinato all'acquisto di pass a pagamento (Ghiberti, Giotto o Brunelleschi Pass).|Tornelli di ingresso. Casse biglietterie nell'area perimetrale. Transenne a protezione dell'area del fonte.|H
----
ID_18|S|Operai Cupola: Sicurezza e Infortuni|1420-1436: un solo morto documentato (Nencino di Chello, 1422) e circa 8 feriti gravi [2]. Brunelleschi impone parapetti e misure di sicurezza; l'Opera paga cure e funerali.|Nessuna targa commemorativa @cantiere o @interno cattedrale.|M
ID_19|P|Facciata Falsa: Tre Secoli Vuoti|Facciata medievale demolita 1587 su ordine di Francesco I de' Medici [3]. Cattedrale rimane con facciata nuda in mattoni per circa 300 anni fino all'inaugurazione del 12 maggio 1887.|Facciata 1887: marmo bianco/verde/rosa. Discontinuità stilistica netta vs fianchi trecenteschi.|H
ID_20|P|Pazzi Conspiracy: Altare Come Arma|26 aprile 1478: Giuliano de' Medici viene ucciso nel coro/altare maggiore durante la messa pasquale [5]. Complicità di Papa Sisto IV e della famiglia Pazzi documentata.|Navata centrale: punto esatto omicidio marcato da nessun segno ufficiale. Silenzio fisico totale.|H
ID_21|P|Lorenzo Vendetta: 80 Impiccati|Post-1478: vengono eseguite circa 80 condanne a morte, inclusa quella dell'arcivescovo Salviati, impiccato alle finestre del Palazzo della Signoria [6]. Corpi esposti come monito.|Palazzo della Signoria: finestre originali ancora visibili. Dipinto Botticelli perduto, noto da fonti.|H
ID_22|C|Reliquie Laiche: Dito di Galileo|Dito medio di Galileo esposto @Museo Galileo, prelevato 12/03/1737 durante la traslazione della salma verso la tomba monumentale in Santa Croce [7]. Lo scienziato fu riabilitato con sepoltura in terra consacrata.|Museo Galileo: dito in teca di cristallo. Simbolo laico della libertà di pensiero.|H
